problem,instance,sat,smt-bv-flat,smt-bv-nested,smt-idl-flat,smt-idl-nested,smt-lia-flat,smt-lia-nested,smt-nia-flat,smt-nia-nested,sat ratio to SAT,smt-bv-flat ratio to SAT,smt-bv-nested ratio to SAT,smt-idl-flat ratio to SAT,smt-idl-nested ratio to SAT,smt-lia-flat ratio to SAT,smt-lia-nested ratio to SAT,smt-nia-flat ratio to SAT,smt-nia-nested ratio to SAT
futoshiki,futoshiki1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
futoshiki,futoshiki2,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
futoshiki,futoshiki3,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
golomb,golomb10,29627314,2511,673,29837940,29837955,2514,673,2496,655,1.0,8.475287364895786e-05,2.2715525275089062e-05,1.0071091831004322,1.00710968939,8.485413156251694e-05,2.2715525275089062e-05,8.42465840811624e-05,2.2107977793734523e-05
golomb,golomb5,36959,178,62,38298,38298,178,62,166,50,1.0,0.004816147623041749,0.0016775345653291486,1.036229335209286,1.036229335209286,0.004816147623041749,0.0016775345653291486,0.004491463513623204,0.0013528504559106036
golomb,golomb6,232692,346,108,238120,238120,349,108,334,93,1.0,0.0014869441149674247,0.0004641328451343407,1.0233269729943444,1.0233269729943444,0.0014998366939989341,0.0004641328451343407,0.001435373798841387,0.00039966994997679337
golomb,golomb7,1048855,624,178,1066678,1066678,624,178,609,163,1.0,0.0005949344761668676,0.00016970887300913853,1.0169928159755162,1.0169928159755162,0.0005949344761668676,0.00016970887300913853,0.0005806331666436257,0.00015540756348589652
golomb,golomb8,3742387,1045,286,3786794,3786797,1045,289,1030,271,1.0,0.0002792335480002469,7.642181313690967e-05,1.0118659561397578,1.0118667577671683,0.0002792335480002469,7.722344054743671e-05,0.0002752254109476118,7.241367608427456e-05
golomb,golomb9,11243663,1657,448,11345199,11345199,1660,448,1642,430,1.0,0.0001473719018437319,3.984466628001924e-05,1.0090305090076073,1.0090305090076073,0.00014763871880542844,3.984466628001924e-05,0.0001460378170352491,3.82437645098399e-05
graphColouring,1-FullIns_4,13421,4879,1669,7046,7046,4882,1672,4873,1663,1.0,0.36353475895983905,0.12435735042098205,0.524998137247597,0.524998137247597,0.36375828924819315,0.12458088070933611,0.36308769838313093,0.1239102898442739
graphColouring,3-Insertions_3,4997,234,234,234,234,234,234,225,225,1.0,0.04682809685811487,0.04682809685811487,0.04682809685811487,0.04682809685811487,0.04682809685811487,0.04682809685811487,0.04502701620972584,0.04502701620972584
graphColouring,fpsol2,499,499,499,499,499,499,499,499,499,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
graphColouring,graphColouring1,43,22,13,43,43,22,13,22,13,1.0,0.5116279069767442,0.3023255813953488,1.0,1.0,0.5116279069767442,0.3023255813953488,0.5116279069767442,0.3023255813953488
graphColouring,zeroin,209,209,209,209,209,209,209,209,209,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
grocery,grocery,NA,15,11,NA,NA,NA,NA,15,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
handball7,01,282723,15614,7916,263867,263867,15614,7913,15599,7898,1.0,0.055227201182783146,0.027999136964449303,0.9333057444919586,0.9333057444919586,0.055227201182783146,0.02798852587161285,0.055174145718600895,0.027935470407430593
handball7,02,282515,15982,8305,267632,267632,15982,8308,15964,8290,1.0,0.0565704475868538,0.02939666920340513,0.94731961134807,0.94731961134807,0.0565704475868538,0.029407288108596004,0.056506734155708546,0.029343574677450756
handball7,03,282111,15404,7731,261091,261091,15401,7731,15386,7716,1.0,0.05460262095416343,0.02740410689409488,0.9254903211856326,0.9254903211856326,0.05459198684205862,0.02740410689409488,0.05453881628153457,0.02735093633357083
handball7,04,283698,15624,7944,264655,264655,15624,7947,15606,7926,1.0,0.05507264767463994,0.02800160734301969,0.9328758045527286,0.9328758045527286,0.05507264767463994,0.028012181968149228,0.055009199923862696,0.027938159592242454
handball7,05,282343,16045,8403,267488,267488,16045,8406,16027,8388,1.0,0.05682804248732924,0.029761672858898573,0.9473866892396836,0.9473866892396836,0.05682804248732924,0.02977229823300029,0.056764290242718965,0.029708545988390008
handball7,06,281004,15366,7840,256339,256339,15369,7837,15354,7828,1.0,0.05468249562283811,0.027899958719448833,0.9122254487480606,0.9122254487480606,0.054693171627450146,0.0278892827148368,0.054639791604389976,0.027857254701000696
handball7,07,284542,16000,8319,273100,273100,16000,8319,15985,8304,1.0,0.05623071462209445,0.029236457183825233,0.9597880102058747,0.9597880102058747,0.05623071462209445,0.029236457183825233,0.05617799832713624,0.02918374088886702
handball7,08,282910,15985,8333,266218,266218,15982,8333,15964,8318,1.0,0.05650206779541197,0.029454596868261993,0.9409989042451663,0.9409989042451663,0.056491463716376235,0.029454596868261993,0.05642783924216182,0.029401576473083314
handball7,09,282185,15760,8134,264122,264122,15760,8137,15745,8122,1.0,0.055849885713273206,0.028825061573081488,0.9359888016726615,0.9359888016726615,0.055849885713273206,0.028835692896504065,0.05579672909616032,0.02878253627939118
handball7,10,281497,15378,7728,259928,259928,15372,7731,15363,7716,1.0,0.054629356618365384,0.027453223302557398,0.9233775137923317,0.9233775137923317,0.054608042004000046,0.027463880609740067,0.054576070082452036,0.02741059407382672
handball7,11,282061,15733,8065,260313,260313,15733,8065,15715,8047,1.0,0.055778714533381075,0.028593105746629276,0.9228961111248986,0.9228961111248986,0.055778714533381075,0.028593105746629276,0.055714898550313585,0.028529289763561783
handball7,12,283870,15880,8238,263786,263786,15880,8232,15865,8220,1.0,0.055941099799203864,0.029020326205657518,0.9292493042589918,0.9292493042589918,0.055941099799203864,0.028999189769965125,0.055888258709972875,0.028956916898580334
handball7,13,281879,15560,7930,260973,260973,15560,7933,15542,7912,1.0,0.05520099049592201,0.028132638472536088,0.925833424980222,0.925833424980222,0.05520099049592201,0.02814328133702759,0.055137133308973,0.02806878128558708
handball7,14,283319,15530,7843,263328,263328,15530,7837,15515,7828,1.0,0.054814537676611874,0.027682576883301155,0.929439959903854,0.929439959903854,0.054814537676611874,0.027661399341378446,0.0547615938218051,0.02762963302849438
handball7,15,283663,16002,8319,269527,269527,16002,8319,15984,8304,1.0,0.056412010025981535,0.029327053581186126,0.9501662183647497,0.9501662183647497,0.056412010025981535,0.029327053581186126,0.05634855444664972,0.029274173931742947
handball7,16,284019,16291,8627,270307,270307,16291,8627,16279,8612,1.0,0.05735883866924396,0.030374728451265584,0.951721539756143,0.951721539756143,0.05735883866924396,0.030374728451265584,0.057316587974748166,0.030321915083145846
handball7,17,281602,15746,8137,261612,261612,15752,8137,15731,8122,1.0,0.05591579605258486,0.028895391367959034,0.9290132882578959,0.9290132882578959,0.05593710271944091,0.028895391367959034,0.055862529385444705,0.028842124700818886
handball7,18,281816,15576,7941,262087,262087,15579,7944,15561,7926,1.0,0.05527010531694439,0.028177960087432934,0.9299933289806115,0.9299933289806115,0.0552807505606495,0.028188605331138046,0.055216879098418825,0.028124733868907372
handball7,19,282799,15855,8227,263298,263298,15855,8224,15837,8206,1.0,0.05606455468371529,0.02909133342055665,0.9310428961912878,0.9310428961912878,0.05606455468371529,0.02908072517936768,0.05600090523658146,0.02901707573223385
handball7,20,280616,15410,7846,256931,256931,15410,7846,15389,7828,1.0,0.054914901502408985,0.02795991675456852,0.9155964022008724,0.9155964022008724,0.054914901502408985,0.02795991675456852,0.05484006614020583,0.02789577215839439
immigration,life-3-2,36711,36496,36488,36566,36566,36493,36485,36484,36476,1.0,0.9941434447440821,0.9939255264089782,0.9960502301762415,0.9960502301762415,0.9940617253684182,0.9938438070333143,0.9938165672414263,0.9935986489063223
immigration,life-3-3,59880,59501,59493,59564,59564,59501,59493,59501,59493,1.0,0.9936706746826988,0.9935370741482966,0.9947227788911156,0.9947227788911156,0.9936706746826988,0.9935370741482966,0.9936706746826988,0.9935370741482966
immigration,life-3-4,83137,82519,82511,82575,82575,82519,82511,82519,82511,1.0,0.9925664866425298,0.9924702599324008,0.9932400736134332,0.9932400736134332,0.9925664866425298,0.9924702599324008,0.9925664866425298,0.9924702599324008
immigration,life-3-5,106476,105538,105530,105587,105587,105538,105530,105538,105530,1.0,0.9911905030241557,0.9911153687215899,0.9916507006273714,0.9916507006273714,0.9911905030241557,0.9911153687215899,0.9911905030241557,0.9911153687215899
immigration,life-3-6,129897,128558,128550,128600,128600,128558,128550,128558,128550,1.0,0.989691832759802,0.9896302455022056,0.9900151658621831,0.9900151658621831,0.989691832759802,0.9896302455022056,0.989691832759802,0.9896302455022056
immigration,life-4-2,152272,151454,151438,151691,151691,151457,151441,151445,151429,1.0,0.9946280340443417,0.9945229589156247,0.9961844593884628,0.9961844593884628,0.9946477356309762,0.9945426605022591,0.9945689292844384,0.9944638541557214
immigration,life-4-3,228222,227102,227086,227321,227321,227102,227086,227102,227086,1.0,0.9950924976557913,0.9950223904794454,0.996052089632025,0.996052089632025,0.9950924976557913,0.9950223904794454,0.9950924976557913,0.9950223904794454
immigration,life-4-4,304325,302760,302744,302964,302964,302760,302744,302760,302744,1.0,0.9948574714532161,0.9948048960814918,0.9955278074427011,0.9955278074427011,0.9948574714532161,0.9948048960814918,0.9948574714532161,0.9948048960814918
immigration,life-4-5,380573,378419,378403,378608,378608,378419,378403,378419,378403,1.0,0.9943401134604924,0.9942980715920468,0.9948367330315078,0.9948367330315078,0.9943401134604924,0.9942980715920468,0.9943401134604924,0.9942980715920468
immigration,life-4-6,456966,454079,454063,454253,454253,454079,454063,454079,454063,1.0,0.9936822433178836,0.993647229772018,0.9940630156291715,0.9940630156291715,0.9936822433178836,0.993647229772018,0.9936822433178836,0.993647229772018
immigration,life-5-2,319127,317809,317784,318338,318338,317803,317784,317794,317769,1.0,0.9958699827968176,0.995791644079003,0.9975276300657732,0.9975276300657732,0.9958511815045421,0.995791644079003,0.9958229795661289,0.9957446408483143
immigration,life-5-3,478224,476429,476404,476937,476937,476429,476404,476429,476404,1.0,0.9962465288233129,0.9961942520659774,0.9973087925323698,0.9973087925323698,0.9962465288233129,0.9961942520659774,0.9962465288233129,0.9961942520659774
immigration,life-5-4,637557,635065,635040,635549,635549,635065,635040,635065,635040,1.0,0.9960913298732506,0.9960521176930063,0.9968504776827798,0.9968504776827798,0.9960913298732506,0.9960521176930063,0.9960913298732506,0.9960521176930063
immigration,life-5-5,797116,793702,793677,794162,794162,793702,793677,793702,793677,1.0,0.9957170600013047,0.9956856969374596,0.9962941403760557,0.9962941403760557,0.9957170600013047,0.9956856969374596,0.9957170600013047,0.9956856969374596
immigration,life-5-6,956901,952340,952315,952776,952776,952340,952315,952340,952315,1.0,0.995233571707,0.9952074457023244,0.9956892092285409,0.9956892092285409,0.995233571707,0.9952074457023244,0.995233571707,0.9952074457023244
immigration,life-6-2,547612,545084,545051,546098,546098,545084,545051,545072,545036,1.0,0.995383592762759,0.9953233311176527,0.9972352687669371,0.9972352687669371,0.995383592762759,0.9953233311176527,0.9953616794372658,0.9952959394607861
immigration,life-6-3,820236,817025,816989,818001,818001,817025,816989,817025,816989,1.0,0.9960852730189848,0.996041383211661,0.9972751744619841,0.9972751744619841,0.9960852730189848,0.996041383211661,0.9960852730189848,0.996041383211661
immigration,life-6-4,1093195,1088979,1088943,1089920,1089920,1088979,1088943,1088979,1088943,1.0,0.9961434144868939,0.9961104834910515,0.9970041941282205,0.9970041941282205,0.9961434144868939,0.9961104834910515,0.9961434144868939,0.9961104834910515
immigration,life-6-5,1366479,1360934,1360898,1361840,1361840,1360934,1360898,1360934,1360898,1.0,0.9959421257114086,0.9959157806303646,0.9966051435843507,0.9966051435843507,0.9959421257114086,0.9959157806303646,0.9959421257114086,0.9959157806303646
immigration,life-6-6,1640088,1632890,1632854,1633761,1633761,1632890,1632854,1632890,1632854,1.0,0.9956112111057456,0.9955892610640404,0.9961422801703324,0.9961422801703324,0.9956112111057456,0.9955892610640404,0.9956112111057456,0.9955892610640404
immigration,life-7-2,836821,833250,833195,835016,835013,833247,833204,833235,833186,1.0,0.9957326596727376,0.9956669347447065,0.997843027361885,0.9978394423658106,0.9957290746766633,0.9956776897329297,0.9957147346923655,0.9956561797564831
immigration,life-7-3,1253350,1248846,1248797,1250564,1250564,1248846,1248797,1248846,1248797,1.0,0.9964064307655484,0.9963673355407507,0.997777157218654,0.997777157218654,0.9964064307655484,0.9963673355407507,0.9964064307655484,0.9963673355407507
immigration,life-7-4,1670331,1664458,1664409,1666128,1666128,1664458,1664409,1664458,1664409,1.0,0.9964839304305554,0.9964545949275921,0.9974837322662394,0.9974837322662394,0.9964839304305554,0.9964545949275921,0.9964839304305554,0.9964545949275921
immigration,life-7-5,2087754,2080071,2080022,2081693,2081693,2080071,2080022,2080071,2080022,1.0,0.9963199687319483,0.9962964985338311,0.9970968801879915,0.9970968801879915,0.9963199687319483,0.9962964985338311,0.9963199687319483,0.9962964985338311
immigration,life-7-6,2505619,2495685,2495636,2497259,2497259,2495685,2495636,2495685,2495636,1.0,0.9960353110349179,0.9960157549890866,0.9966634991193792,0.9966634991193792,0.9960353110349179,0.9960157549890866,0.9960353110349179,0.9960157549890866
killerSudoku,killer,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
killerSudoku2,killer16-sol1,49459,10077,1492,53025,53025,10077,1492,10077,1492,1.0,0.20374451565943508,0.030166400452900383,1.0721001233344791,1.0721001233344791,0.20374451565943508,0.030166400452900383,0.20374451565943508,0.030166400452900383
killerSudoku2,killer16-sol10,48373,9752,1511,51583,51583,9752,1511,9752,1511,1.0,0.20160006615260578,0.031236433547640212,1.0663593326855891,1.0663593326855891,0.20160006615260578,0.031236433547640212,0.20160006615260578,0.031236433547640212
killerSudoku2,killer16-sol100,60091,11039,1589,64012,64012,11039,1589,11039,1589,1.0,0.18370471451631692,0.02644322777121366,1.0652510359288412,1.0652510359288412,0.18370471451631692,0.02644322777121366,0.18370471451631692,0.02644322777121366
killerSudoku2,killer16-sol11,58863,10527,1563,62658,62658,10527,1563,10527,1563,1.0,0.17883899903164976,0.026553182814331583,1.0644717394628205,1.0644717394628205,0.17883899903164976,0.026553182814331583,0.17883899903164976,0.026553182814331583
killerSudoku2,killer16-sol12,58548,11423,1671,62042,62042,11423,1671,11423,1671,1.0,0.19510487121677939,0.02854068456650953,1.0596775295484047,1.0596775295484047,0.19510487121677939,0.02854068456650953,0.19510487121677939,0.02854068456650953
killerSudoku2,killer16-sol13,40314,8428,1398,43125,43125,8428,1398,8428,1398,1.0,0.20905888773130923,0.03467777943146302,1.0697276380413752,1.0697276380413752,0.20905888773130923,0.03467777943146302,0.20905888773130923,0.03467777943146302
killerSudoku2,killer16-sol14,60826,10947,1550,64880,64880,10947,1550,10947,1550,1.0,0.17997238023213757,0.02548252392069181,1.0666491303061192,1.0666491303061192,0.17997238023213757,0.02548252392069181,0.17997238023213757,0.02548252392069181
killerSudoku2,killer16-sol15,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
killerSudoku2,killer16-sol16,54823,10296,1530,58338,58338,10296,1530,10296,1530,1.0,0.1878043886689893,0.027907994819692465,1.0641154260073327,1.0641154260073327,0.1878043886689893,0.027907994819692465,0.1878043886689893,0.027907994819692465
killerSudoku2,killer16-sol17,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
killerSudoku2,killer16-sol18,39137,8232,1380,41977,41977,8232,1380,8232,1380,1.0,0.21033804328384903,0.03526075069627207,1.072565602882183,1.072565602882183,0.21033804328384903,0.03526075069627207,0.21033804328384903,0.03526075069627207
killerSudoku2,killer16-sol19,89,105,67,115,115,105,67,105,67,1.0,1.1797752808988764,0.7528089887640449,1.2921348314606742,1.2921348314606742,1.1797752808988764,0.7528089887640449,1.1797752808988764,0.7528089887640449
killerSudoku2,killer16-sol2,59680,10525,1542,63342,63342,10525,1542,10525,1542,1.0,0.17635723860589814,0.025837801608579087,1.0613605898123324,1.0613605898123324,0.17635723860589814,0.025837801608579087,0.17635723860589814,0.025837801608579087
killerSudoku2,killer16-sol20,13,13,13,17,17,13,13,13,13,1.0,1.0,1.0,1.3076923076923077,1.3076923076923077,1.0,1.0,1.0,1.0
killerSudoku2,killer16-sol21,204,191,99,250,250,191,99,191,99,1.0,0.9362745098039216,0.4852941176470588,1.2254901960784315,1.2254901960784315,0.9362745098039216,0.4852941176470588,0.9362745098039216,0.4852941176470588
killerSudoku2,killer16-sol22,62287,10874,1599,66227,66227,10874,1599,10874,1599,1.0,0.17457896511310547,0.025671488432578226,1.0632555749995987,1.0632555749995987,0.17457896511310547,0.025671488432578226,0.17457896511310547,0.025671488432578226
killerSudoku2,killer16-sol23,53418,10166,1562,56782,56782,10166,1562,10166,1562,1.0,0.1903103822681493,0.02924107978583998,1.0629750271444083,1.0629750271444083,0.1903103822681493,0.02924107978583998,0.1903103822681493,0.02924107978583998
killerSudoku2,killer16-sol24,61871,11341,1582,65760,65760,11341,1582,11341,1582,1.0,0.18330073863360863,0.02556932973444748,1.062856588708765,1.062856588708765,0.18330073863360863,0.02556932973444748,0.18330073863360863,0.02556932973444748
killerSudoku2,killer16-sol25,44972,9195,1458,48349,48349,9195,1458,9195,1458,1.0,0.20446055323312284,0.03242017255181002,1.0750911678377657,1.0750911678377657,0.20446055323312284,0.03242017255181002,0.20446055323312284,0.03242017255181002
killerSudoku2,killer16-sol26,55515,10269,1530,59360,59360,10269,1530,10269,1530,1.0,0.184977033234261,0.027560118886787353,1.0692605602089524,1.0692605602089524,0.184977033234261,0.027560118886787353,0.184977033234261,0.027560118886787353
killerSudoku2,killer16-sol27,49656,9906,1545,52800,52800,9906,1545,9906,1545,1.0,0.19949250845819236,0.03111406476558724,1.0633156114064766,1.0633156114064766,0.19949250845819236,0.03111406476558724,0.19949250845819236,0.03111406476558724
killerSudoku2,killer16-sol28,54434,10194,1517,58003,58003,10194,1517,10194,1517,1.0,0.18727266046955945,0.02786861152955873,1.0655656391226072,1.0655656391226072,0.18727266046955945,0.02786861152955873,0.18727266046955945,0.02786861152955873
killerSudoku2,killer16-sol29,53019,10332,1550,56561,56561,10332,1550,10332,1550,1.0,0.19487353590222373,0.02923480261792942,1.0668062392727136,1.0668062392727136,0.19487353590222373,0.02923480261792942,0.19487353590222373,0.02923480261792942
killerSudoku2,killer16-sol3,47784,9448,1411,51050,51050,9448,1411,9448,1411,1.0,0.19772308722584966,0.029528712539762265,1.068349238238741,1.068349238238741,0.19772308722584966,0.029528712539762265,0.19772308722584966,0.029528712539762265
killerSudoku2,killer16-sol30,71534,12131,1610,75946,75946,12131,1610,12131,1610,1.0,0.16958369446696675,0.02250677999273073,1.0616769647999553,1.0616769647999553,0.16958369446696675,0.02250677999273073,0.16958369446696675,0.02250677999273073
killerSudoku2,killer16-sol31,47,54,42,60,60,54,42,54,42,1.0,1.148936170212766,0.8936170212765957,1.2765957446808511,1.2765957446808511,1.148936170212766,0.8936170212765957,1.148936170212766,0.8936170212765957
killerSudoku2,killer16-sol32,50058,10116,1567,53225,53225,10116,1567,10116,1567,1.0,0.20208558072635743,0.0313036877222422,1.0632666107315514,1.0632666107315514,0.20208558072635743,0.0313036877222422,0.20208558072635743,0.0313036877222422
killerSudoku2,killer16-sol33,50910,10086,1508,54209,54209,10086,1508,10086,1508,1.0,0.1981143193871538,0.029620899626792378,1.0648006285602043,1.0648006285602043,0.1981143193871538,0.029620899626792378,0.1981143193871538,0.029620899626792378
killerSudoku2,killer16-sol34,42916,8792,1422,45899,45899,8792,1422,8792,1422,1.0,0.20486531829620655,0.03313449529313077,1.0695078758504986,1.0695078758504986,0.20486531829620655,0.03313449529313077,0.20486531829620655,0.03313449529313077
killerSudoku2,killer16-sol35,40597,8125,1348,43756,43756,8125,1348,8125,1348,1.0,0.20013794122718429,0.033204423972214694,1.0778136315491293,1.0778136315491293,0.20013794122718429,0.033204423972214694,0.20013794122718429,0.033204423972214694
killerSudoku2,killer16-sol36,47874,8972,1437,51231,51231,8972,1437,8972,1437,1.0,0.18740861427914943,0.030016292768517357,1.0701215691189372,1.0701215691189372,0.18740861427914943,0.030016292768517357,0.18740861427914943,0.030016292768517357
killerSudoku2,killer16-sol37,35574,8024,1391,38053,38053,8024,1391,8024,1391,1.0,0.22555799179175803,0.039101591049642996,1.0696857255298813,1.0696857255298813,0.22555799179175803,0.039101591049642996,0.22555799179175803,0.039101591049642996
killerSudoku2,killer16-sol38,46147,9726,1527,49315,49315,9726,1527,9726,1527,1.0,0.21076126292066658,0.03308990833640323,1.0686501831104946,1.0686501831104946,0.21076126292066658,0.03308990833640323,0.21076126292066658,0.03308990833640323
killerSudoku2,killer16-sol39,52360,9701,1484,55863,55863,9701,1484,9701,1484,1.0,0.18527501909854852,0.028342245989304814,1.0669022154316272,1.0669022154316272,0.18527501909854852,0.028342245989304814,0.18527501909854852,0.028342245989304814
killerSudoku2,killer16-sol4,47511,9263,1471,50742,50742,9263,1471,9263,1471,1.0,0.19496537643914041,0.030961251078697564,1.0680053040348552,1.0680053040348552,0.19496537643914041,0.030961251078697564,0.19496537643914041,0.030961251078697564
killerSudoku2,killer16-sol40,50663,9570,1485,54223,54223,9570,1485,9570,1485,1.0,0.18889524899828278,0.029311331741112844,1.0702682430965398,1.0702682430965398,0.18889524899828278,0.029311331741112844,0.18889524899828278,0.029311331741112844
killerSudoku2,killer16-sol41,37314,7793,1348,40005,40005,7793,1348,7793,1348,1.0,0.20884922549177254,0.03612585088706652,1.072117703810902,1.072117703810902,0.20884922549177254,0.03612585088706652,0.20884922549177254,0.03612585088706652
killerSudoku2,killer16-sol42,56119,10582,1585,59531,59531,10582,1585,10582,1585,1.0,0.18856358808959534,0.02824355387658369,1.0607993727614533,1.0607993727614533,0.18856358808959534,0.02824355387658369,0.18856358808959534,0.02824355387658369
killerSudoku2,killer16-sol43,13,13,13,17,17,13,13,13,13,1.0,1.0,1.0,1.3076923076923077,1.3076923076923077,1.0,1.0,1.0,1.0
killerSudoku2,killer16-sol44,41551,8808,1408,44382,44382,8808,1408,8808,1408,1.0,0.211980457750716,0.03388606772400183,1.0681331375899497,1.0681331375899497,0.211980457750716,0.03388606772400183,0.211980457750716,0.03388606772400183
killerSudoku2,killer16-sol45,41041,8585,1415,43922,43922,8585,1415,8585,1415,1.0,0.20918106283959942,0.03447771740454667,1.0701980945883385,1.0701980945883385,0.20918106283959942,0.03447771740454667,0.20918106283959942,0.03447771740454667
killerSudoku2,killer16-sol46,47260,9676,1533,50409,50409,9676,1533,9676,1533,1.0,0.20473973762166736,0.032437579348286075,1.0666314007617435,1.0666314007617435,0.20473973762166736,0.032437579348286075,0.20473973762166736,0.032437579348286075
killerSudoku2,killer16-sol47,54775,10064,1500,58457,58457,10064,1500,10064,1500,1.0,0.1837334550433592,0.02738475581926061,1.067220447284345,1.067220447284345,0.1837334550433592,0.02738475581926061,0.1837334550433592,0.02738475581926061
killerSudoku2,killer16-sol48,51303,9615,1460,54714,54714,9615,1460,9615,1460,1.0,0.18741594058826969,0.028458374753913027,1.066487339921642,1.066487339921642,0.18741594058826969,0.028458374753913027,0.18741594058826969,0.028458374753913027
killerSudoku2,killer16-sol49,40262,8460,1402,42984,42984,8460,1402,8460,1402,1.0,0.210123689831603,0.03482191644727038,1.0676071730167402,1.0676071730167402,0.210123689831603,0.03482191644727038,0.210123689831603,0.03482191644727038
killerSudoku2,killer16-sol5,67150,11713,1675,71094,71094,11713,1675,11713,1675,1.0,0.17443037974683545,0.02494415487714073,1.05873417721519,1.05873417721519,0.17443037974683545,0.02494415487714073,0.17443037974683545,0.02494415487714073
killerSudoku2,killer16-sol50,38549,8215,1389,41407,41407,8215,1389,8215,1389,1.0,0.21310539832421074,0.03603206308853667,1.0741394069885082,1.0741394069885082,0.21310539832421074,0.03603206308853667,0.21310539832421074,0.03603206308853667
killerSudoku2,killer16-sol51,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
killerSudoku2,killer16-sol52,41506,9025,1466,44294,44294,9025,1466,9025,1466,1.0,0.21743844263479978,0.03532019467065003,1.0671710114200357,1.0671710114200357,0.21743844263479978,0.03532019467065003,0.21743844263479978,0.03532019467065003
killerSudoku2,killer16-sol53,60618,11141,1584,64294,64294,11141,1584,11141,1584,1.0,0.1837902933122175,0.026130852222112245,1.0606420535154575,1.0606420535154575,0.1837902933122175,0.026130852222112245,0.1837902933122175,0.026130852222112245
killerSudoku2,killer16-sol54,59389,10995,1587,63306,63306,10995,1587,10995,1587,1.0,0.18513529441479062,0.026722120257960228,1.065954974826988,1.065954974826988,0.18513529441479062,0.026722120257960228,0.18513529441479062,0.026722120257960228
killerSudoku2,killer16-sol55,55681,10758,1597,59263,59263,10758,1597,10758,1597,1.0,0.19320773693001203,0.028681237765126346,1.0643307411864011,1.0643307411864011,0.19320773693001203,0.028681237765126346,0.19320773693001203,0.028681237765126346
killerSudoku2,killer16-sol56,37336,8015,1348,40087,40087,8015,1348,8015,1348,1.0,0.2146721662738376,0.036104563959717166,1.0736822369830727,1.0736822369830727,0.2146721662738376,0.036104563959717166,0.2146721662738376,0.036104563959717166
killerSudoku2,killer16-sol57,74040,12697,1702,78576,78576,12697,1702,12697,1702,1.0,0.1714883846569422,0.02298757428417072,1.0612641815235009,1.0612641815235009,0.1714883846569422,0.02298757428417072,0.1714883846569422,0.02298757428417072
killerSudoku2,killer16-sol58,42993,8749,1434,45841,45841,8749,1434,8749,1434,1.0,0.2034982439001698,0.03335426697369339,1.0662433419393855,1.0662433419393855,0.2034982439001698,0.03335426697369339,0.2034982439001698,0.03335426697369339
killerSudoku2,killer16-sol59,69,85,44,83,83,85,44,85,44,1.0,1.2318840579710144,0.6376811594202898,1.2028985507246377,1.2028985507246377,1.2318840579710144,0.6376811594202898,1.2318840579710144,0.6376811594202898
killerSudoku2,killer16-sol6,39458,8314,1392,42252,42252,8314,1392,8314,1392,1.0,0.21070505347458057,0.0352780171321405,1.0708094682954028,1.0708094682954028,0.21070505347458057,0.0352780171321405,0.21070505347458057,0.0352780171321405
killerSudoku2,killer16-sol60,61182,11027,1603,65200,65200,11027,1603,11027,1603,1.0,0.18023274819391324,0.02620051649177863,1.0656729103331044,1.0656729103331044,0.18023274819391324,0.02620051649177863,0.18023274819391324,0.02620051649177863
killerSudoku2,killer16-sol61,51456,10070,1555,54744,54744,10070,1555,10070,1555,1.0,0.1957011815920398,0.030219993781094526,1.0638992537313432,1.0638992537313432,0.1957011815920398,0.030219993781094526,0.1957011815920398,0.030219993781094526
killerSudoku2,killer16-sol62,31784,7160,1273,34270,34270,7160,1273,7160,1273,1.0,0.2252705763906368,0.04005159828844702,1.0782154543166373,1.0782154543166373,0.2252705763906368,0.04005159828844702,0.2252705763906368,0.04005159828844702
killerSudoku2,killer16-sol63,47937,9358,1456,51120,51120,9358,1456,9358,1456,1.0,0.19521455243340216,0.03037319815591297,1.0663996495400212,1.0663996495400212,0.19521455243340216,0.03037319815591297,0.19521455243340216,0.03037319815591297
killerSudoku2,killer16-sol64,43316,9190,1462,46309,46309,9190,1462,9190,1462,1.0,0.2121617877920399,0.033751962323390894,1.0690968695170375,1.0690968695170375,0.2121617877920399,0.033751962323390894,0.2121617877920399,0.033751962323390894
killerSudoku2,killer16-sol65,61386,11008,1572,65247,65247,11008,1572,11008,1572,1.0,0.1793242758935262,0.025608444922294984,1.0628970775095299,1.0628970775095299,0.1793242758935262,0.025608444922294984,0.1793242758935262,0.025608444922294984
