problem,instance,sat,smt-bv-flat,smt-bv-nested,smt-idl-flat,smt-idl-nested,smt-lia-flat,smt-lia-nested,smt-nia-flat,smt-nia-nested,sat ratio to SAT,smt-bv-flat ratio to SAT,smt-bv-nested ratio to SAT,smt-idl-flat ratio to SAT,smt-idl-nested ratio to SAT,smt-lia-flat ratio to SAT,smt-lia-nested ratio to SAT,smt-nia-flat ratio to SAT,smt-nia-nested ratio to SAT
life,life-6-4,110729,107576,107576,108556,108556,107579,107579,107567,107567,1.0,0.9715250747320033,0.9715250747320033,0.9803755113836483,0.9803755113836483,0.9715521679054268,0.9715521679054268,0.9714437952117332,0.9714437952117332
life,life-6-5,138468,134418,134418,135360,135360,134418,134418,134418,134418,1.0,0.970751364936303,0.970751364936303,0.9775543807955629,0.9775543807955629,0.970751364936303,0.970751364936303,0.970751364936303,0.970751364936303
life,life-6-6,166434,161270,161270,162177,162177,161270,161270,161270,161270,1.0,0.9689726858694738,0.9689726858694738,0.9744222935217564,0.9744222935217564,0.9689726858694738,0.9689726858694738,0.9689726858694738,0.9689726858694738
life,life-7-2,84387,81445,81445,83263,83263,81439,81439,81430,81430,1.0,0.9651368101721829,0.9651368101721829,0.9866804128598007,0.9866804128598007,0.9650657091732139,0.9650657091732139,0.9649590576747603,0.9649590576747603
life,life-7-3,125623,122048,122048,123818,123800,122048,122051,122033,122033,1.0,0.9715418354919083,0.9715418354919083,0.9856316120455649,0.9854883261823074,0.9715418354919083,0.9715657164691179,0.9714224306058604,0.9714224306058604
life,life-7-4,167156,162652,162652,164374,164356,162652,162652,162637,162637,1.0,0.9730551101964632,0.9730551101964632,0.9833568642465721,0.983249180406327,0.9730551101964632,0.9730551101964632,0.9729653736629257,0.9729653736629257
life,life-7-5,208974,203242,203242,204913,204913,203242,203242,203242,203242,1.0,0.9725707504282829,0.9725707504282829,0.9805669604831223,0.9805669604831223,0.9725707504282829,0.9725707504282829,0.9725707504282829,0.9725707504282829
life,life-7-6,251097,243848,243848,245471,245471,243848,243848,243848,243848,1.0,0.9711306785823806,0.9711306785823806,0.9775943161407743,0.9775943161407743,0.9711306785823806,0.9711306785823806,0.9711306785823806,0.9711306785823806
magicSequence,magicSequence200,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
magicSequence,magicSequence50,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
magicSquare,magicSquare4,10725,299,56,11221,11221,299,56,299,56,1.0,0.027878787878787878,0.0052214452214452214,1.0462470862470863,1.0462470862470863,0.027878787878787878,0.0052214452214452214,0.027878787878787878,0.0052214452214452214
magicSquare,magicSquare5,60852,697,78,62569,62569,697,78,697,78,1.0,0.011454019588509827,0.0012817984618418458,1.028215999474134,1.028215999474134,0.011454019588509827,0.0012817984618418458,0.011454019588509827,0.0012817984618418458
magicSquare,magicSquare6,239669,1394,104,243830,243830,1394,104,1394,104,1.0,0.005816355056348547,0.0004339317976041958,1.0173614443252987,1.0173614443252987,0.005816355056348547,0.0004339317976041958,0.005816355056348547,0.0004339317976041958
molnars,molnars-2-2,8,8,8,8,8,8,8,8,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
molnars,molnars-2-3,8,8,8,8,8,8,8,8,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
molnars,molnars-2-4,8,8,8,8,8,8,8,8,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
molnars,molnars-2-5,2964,31,15,3311,3311,2844,2844,31,15,1.0,0.010458839406207827,0.005060728744939271,1.1170715249662617,1.1170715249662617,0.9595141700404858,0.9595141700404858,0.010458839406207827,0.005060728744939271
molnars,molnars-3-2,966,110,38,1108,1108,652,652,110,38,1.0,0.11387163561076605,0.039337474120082816,1.1469979296066253,1.1469979296066253,0.6749482401656315,0.6749482401656315,0.11387163561076605,0.039337474120082816
molnars,molnars-3-3,34340,110,38,35470,35470,3264,3264,110,38,1.0,0.00320326150262085,0.0011065812463599302,1.0329062317996505,1.0329062317996505,0.09504950495049505,0.09504950495049505,0.00320326150262085,0.0011065812463599302
molnars,molnars-3-4,1699662,110,38,1705524,1705524,10526,10526,110,38,1.0,6.471874996322798e-05,2.2357386350933304e-05,1.0034489210207675,1.0034489210207675,0.006192996019208525,0.006192996019208525,6.471874996322798e-05,2.2357386350933304e-05
molnars,molnars-3-5,NA,110,38,NA,NA,27548,27548,110,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
molnars,molnars-4-2,6606,427,115,8386,8386,2830,2830,427,115,1.0,0.06463820768997881,0.017408416590977898,1.269452013321223,1.269452013321223,0.42839842567363,0.42839842567363,0.06463820768997881,0.017408416590977898
molnars,molnars-4-3,NA,427,115,NA,NA,19044,19044,427,115,NA,NA,NA,NA,NA,NA,NA,NA,NA
molnars,molnars-4-4,NA,427,115,NA,NA,78892,78892,427,115,NA,NA,NA,NA,NA,NA,NA,NA,NA
molnars,molnars-4-5,NA,427,115,NA,NA,256920,256920,427,115,NA,NA,NA,NA,NA,NA,NA,NA,NA
mrcpsp-pb,j3011_10,279543,5995,5908,264164,264164,5998,5908,5980,5890,1.0,0.021445716759139023,0.021134494514260777,0.9449852080002004,0.9449852080002004,0.02145644856068655,0.021134494514260777,0.021392057751401395,0.02107010370497562
mrcpsp-pb,j3028_9,47888,1960,1886,53055,53055,1960,1886,1954,1880,1.0,0.040928833945873704,0.039383561643835614,1.1078975943869027,1.1078975943869027,0.040928833945873704,0.039383561643835614,0.0408035415970598,0.03925826929502172
mrcpsp-pb,j3029_6,200243,5259,5169,199977,199977,5259,5169,5244,5154,1.0,0.026263090345230545,0.02581363643173544,0.9986716139890034,0.9986716139890034,0.026263090345230545,0.02581363643173544,0.026188181359648028,0.025738727446152923
mrcpsp-pb,j3029_8,205143,5158,5068,206868,206868,5158,5068,5143,5053,1.0,0.0251434365296403,0.02470471817220183,1.0084087685175707,1.0084087685175707,0.0251434365296403,0.02470471817220183,0.025070316803400553,0.024631598445962084
mrcpsp-pb,j3032_6,149736,1838,1766,164043,164043,1838,1766,1835,1763,1.0,0.012274937222845542,0.011794090933376074,1.0955481647699952,1.0955481647699952,0.012274937222845542,0.011794090933376074,0.012254901960784314,0.011774055671314848
mrcpsp-pb,j3040_10,1121717,7368,7188,1137015,1137015,7353,7188,7353,7173,1.0,0.006568501680905255,0.006408033398798449,1.0136380209981661,1.0136380209981661,0.006555129324063021,0.006408033398798449,0.006555129324063021,0.006394661041956216
mrcpsp-pb,j3040_6,523190,5146,4963,544202,544202,5131,4951,5131,4951,1.0,0.009835814904719128,0.009486037577170817,1.0401613180680058,1.0401613180680058,0.009807144631969265,0.00946310135897093,0.009807144631969265,0.00946310135897093
mrcpsp-pb,j3041_10,212134,5239,5059,201168,201168,5239,5059,5224,5044,1.0,0.024696654001715897,0.023848133726795326,0.948306259251228,0.948306259251228,0.024696654001715897,0.023848133726795326,0.02462594397880585,0.02377742370388528
mrcpsp-pb,j3042_1,201583,5213,5033,189094,189094,5213,5033,5198,5018,1.0,0.02586031560201009,0.024967383162270627,0.9380453708894103,0.9380453708894103,0.02586031560201009,0.024967383162270627,0.025785904565365135,0.024892972125625672
mrcpsp-pb,j3043_5,157225,3379,3199,162190,162190,3379,3199,3367,3187,1.0,0.021491493083161076,0.020346636985212274,1.0315789473684212,1.0315789473684212,0.021491493083161076,0.020346636985212274,0.021415169343297822,0.02027031324534902
mrcpsp-pb,j3043_6,212547,3969,3789,218260,218260,3972,3789,3957,3777,1.0,0.01867351691625852,0.017826645400781944,1.026878760932876,1.026878760932876,0.018687631441516465,0.017826645400781944,0.01861705881522675,0.017770187299750172
mrcpsp-pb,j3044_4,307151,4177,3997,315543,315543,4177,3997,4165,3985,1.0,0.013599174347470789,0.013013143372478032,1.0273220663452178,1.0273220663452178,0.013599174347470789,0.013013143372478032,0.013560105615804605,0.012974074640811848
mrcpsp-pb,j3044_5,312119,4037,3857,321916,321916,4037,3857,4025,3845,1.0,0.012934169339258424,0.012357466222818862,1.0313886690653244,1.0313886690653244,0.012934169339258424,0.012357466222818862,0.01289572246482912,0.012319019348389557
mrcpsp-pb,j3045_6,442518,6917,6740,432759,432762,6920,6737,6902,6722,1.0,0.015631002580685983,0.015231018851210571,0.9779466597968897,0.977953439182135,0.015637781965931328,0.015224239465965227,0.015597105654459254,0.015190342539738496
mrcpsp-pb,j3046_3,431012,6365,6188,430680,430680,6368,6185,6350,6170,1.0,0.01476757027646562,0.014356908856365948,0.9992297198221859,0.9992297198221859,0.014774530639518156,0.01434994849331341,0.014732768461202937,0.014315146678050727
mrcpsp-pb,j3046_4,393894,4956,4776,412190,412190,4953,4776,4941,4761,1.0,0.01258206522566985,0.012125089491081356,1.0464490446668393,1.0464490446668393,0.012574448963426708,0.012125089491081356,0.012543983914454142,0.01208700817986565
mrcpsp-pb,j3047_7,411445,4463,4283,435216,435216,4460,4280,4448,4268,1.0,0.01084713631226531,0.01040965378118582,1.0577744291460585,1.0577744291460585,0.010839844936747318,0.01040236240566783,0.010810679434675351,0.010373196903595863
mrcpsp-pb,j3051_10,155299,2735,2555,164532,164532,2735,2555,2723,2543,1.0,0.017611188739141914,0.016452134270021058,1.0594530550744048,1.0594530550744048,0.017611188739141914,0.016452134270021058,0.017533918441200523,0.016374863972079667
mrcpsp-pb,j3060_1,71202,1586,1458,77319,77319,1586,1458,1583,1455,1.0,0.022274655206314428,0.020476952894581613,1.0859105081317941,1.0859105081317941,0.022274655206314428,0.020476952894581613,0.022232521558383192,0.020434819246650374
mrcpsp-pb,j3062_4,243366,2992,2814,262794,262794,2992,2814,2983,2805,1.0,0.012294239951348996,0.011562831291141737,1.0798303789354307,1.0798303789354307,0.012294239951348996,0.011562831291141737,0.012257258614596945,0.011525849954389685
n_queens,n_queens_16,5095,915,151,5453,5453,915,151,915,151,1.0,0.17958783120706576,0.029636898920510305,1.0702649656526007,1.0702649656526007,0.17958783120706576,0.029636898920510305,0.17958783120706576,0.029636898920510305
n_queens,n_queens_24,11879,1955,231,12797,12797,1955,231,1955,231,1.0,0.16457614277296068,0.019446081319976428,1.0772792322586076,1.0772792322586076,0.16457614277296068,0.019446081319976428,0.16457614277296068,0.019446081319976428
n_queens,n_queens_32,21715,3379,311,23261,23261,3379,311,3379,311,1.0,0.15560672346304397,0.01432189730600967,1.0711950264793921,1.0711950264793921,0.15560672346304397,0.01432189730600967,0.15560672346304397,0.01432189730600967
n_queens,n_queens_8,1179,259,71,1189,1189,259,71,259,71,1.0,0.2196776929601357,0.06022052586938083,1.008481764206955,1.008481764206955,0.2196776929601357,0.06022052586938083,0.2196776929601357,0.06022052586938083
n_queens2,n_queens_16,66069,649,393,137959,137959,649,393,649,393,1.0,0.00982306376666818,0.0059483267493075425,2.0881048600705325,2.0881048600705325,0.00982306376666818,0.0059483267493075425,0.00982306376666818,0.0059483267493075425
n_queens2,n_queens_24,333057,1453,877,688287,688287,1453,877,1453,877,1.0,0.004362616609169001,0.0026331829086312553,2.066574190003513,2.066574190003513,0.004362616609169001,0.0026331829086312553,0.004362616609169001,0.0026331829086312553
n_queens2,n_queens_32,1050989,2577,1553,2157591,2157591,2577,1553,2577,1553,1.0,0.002451976186239818,0.0014776558080056023,2.052914921088613,2.052914921088613,0.002451976186239818,0.0014776558080056023,0.002451976186239818,0.0014776558080056023
n_queens2,n_queens_8,4217,165,101,8895,8895,165,101,165,101,1.0,0.03912734171211762,0.0239506758359023,2.1093194213896136,2.1093194213896136,0.03912734171211762,0.0239506758359023,0.03912734171211762,0.0239506758359023
n_queens3,n_queens,1179,259,71,1189,1189,259,71,259,71,1.0,0.2196776929601357,0.06022052586938083,1.008481764206955,1.008481764206955,0.2196776929601357,0.06022052586938083,0.2196776929601357,0.06022052586938083
nurse,nurse_1,30,30,30,30,30,30,30,30,30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nurse,nurse_2,44,44,44,3012,3012,44,44,44,44,1.0,1.0,1.0,68.45454545454545,68.45454545454545,1.0,1.0,1.0,1.0
nurse,nurse_3,44,44,44,3018,3018,44,44,44,44,1.0,1.0,1.0,68.5909090909091,68.5909090909091,1.0,1.0,1.0,1.0
nurse,nurse_4,44,44,44,3018,3018,44,44,44,44,1.0,1.0,1.0,68.5909090909091,68.5909090909091,1.0,1.0,1.0,1.0
nurse,nurse_5,44,44,44,3022,3022,44,44,44,44,1.0,1.0,1.0,68.68181818181819,68.68181818181819,1.0,1.0,1.0,1.0
nurse,nurse_6,51,51,51,3772,3772,51,51,51,51,1.0,1.0,1.0,73.96078431372548,73.96078431372548,1.0,1.0,1.0,1.0
nurse,nurse_7,4839,741,251,6582,6582,741,251,741,251,1.0,0.15313081215127092,0.05187022112006613,1.3601983880967141,1.3601983880967141,0.15313081215127092,0.05187022112006613,0.15313081215127092,0.05187022112006613
nurse,nurse_8,30,30,30,30,30,30,30,30,30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
opd,lebbah_et_al_19_20_9,72930,4503,1477,82065,82065,13587,13587,4494,1468,1.0,0.06174413821472645,0.02025229672288496,1.1252570958453312,1.1252570958453312,0.1863019333607569,0.1863019333607569,0.0616207322089675,0.02012889071712601
opd,medium_09_70_35,134080,3982,2022,142112,142112,9865,9865,3967,2007,1.0,0.02969868735083532,0.01508054892601432,1.0599045346062053,1.0599045346062053,0.07357547732696898,0.07357547732696898,0.0295868138424821,0.014968675417661097
opd,medium_10_100_30,264382,6275,3065,278546,278546,15908,15908,6257,3047,1.0,0.02373459615253686,0.011593073658569797,1.0535739952039096,1.0535739952039096,0.06017051085172213,0.06017051085172213,0.02366651284883237,0.011524990354865308
opd,medium_11_150_50,710243,11591,5291,744896,744896,30494,30494,11573,5273,1.0,0.016319766615088077,0.007449563036876112,1.0487903435866317,1.0487903435866317,0.04293460125618978,0.04293460125618978,0.016294423176293184,0.00742421959808122
opd,medium_12_200_75,1494166,18423,7923,1560128,1560128,49929,49929,18405,7905,1.0,0.0123299553061708,0.005302623670997734,1.0441463666018367,1.0441463666018367,0.03341596582976724,0.03341596582976724,0.012317908451939075,0.005290576816766009
opd,medium_13_250_80,2565818,26128,10739,2667458,2667458,72382,72382,26128,10718,1.0,0.01018310729755579,0.004185409877084033,1.039613098045146,1.039613098045146,0.028210106874298955,0.028210106874298955,0.01018310729755579,0.00417722535269454
opd,small_bibd_06_50_25,33750,1343,840,34984,34984,2846,2846,1328,828,1.0,0.039792592592592595,0.024888888888888887,1.036562962962963,1.036562962962963,0.08432592592592593,0.08432592592592593,0.039348148148148146,0.024533333333333334
opd,small_bibd_06_60_30,45570,1608,1008,47290,47290,3411,3411,1593,993,1.0,0.03528637261356155,0.022119815668202765,1.0377441299100285,1.0377441299100285,0.07485187623436472,0.07485187623436472,0.034957208689927584,0.021790651744568797
opd,small_bibd_08_28_14,23094,1297,706,24259,24259,3061,3061,1282,694,1.0,0.0561617736208539,0.030570711007188014,1.050446003290898,1.050446003290898,0.13254524984844548,0.13254524984844548,0.0555122542651771,0.030051095522646575
opd,small_bibd_09_36_12,39174,1920,999,41313,41313,4698,4698,1908,984,1.0,0.04901209986215347,0.025501608209526728,1.0546025425026804,1.0546025425026804,0.11992648185020677,0.11992648185020677,0.04870577423801501,0.025118701179353654
opd,small_bibd_10_30_09,34477,1901,935,36502,36502,4793,4793,1889,926,1.0,0.055138208080749485,0.027119528961336542,1.058734808713055,1.058734808713055,0.13902021637613482,0.13902021637613482,0.05479014995504249,0.0268584853670563
opd,small_bibd_11_22_10,28880,1801,829,31055,31055,4720,4720,1789,817,1.0,0.062361495844875346,0.02870498614958449,1.0753116343490305,1.0753116343490305,0.1634349030470914,0.1634349030470914,0.061945983379501385,0.028289473684210528
opd,small_bibd_12_44_11,89305,3782,1684,95917,95917,10091,10091,3770,1669,1.0,0.042349252561446726,0.018856726946979454,1.074038407703936,1.074038407703936,0.11299479312468506,0.11299479312468506,0.04221488158557751,0.018688763227142937
opd,small_bibd_13_26_06,43204,2568,1107,46604,46604,6963,6963,2556,1092,1.0,0.059438940838811224,0.025622627534487546,1.078696416998426,1.078696416998426,0.16116563281177668,0.16116563281177668,0.05916118877881678,0.025275437459494492
opd,small_bibd_15_21_07,47503,2957,1140,52224,52224,8423,8423,2948,1128,1.0,0.06224870008210008,0.023998484306254342,1.0993831968507253,1.0993831968507253,0.17731511693998273,0.17731511693998273,0.06205923836389281,0.02374586868197798
opd,small_bibd_16_16_06,35438,2587,966,39056,39056,7462,7462,2578,954,1.0,0.07300073367571533,0.027258874654325863,1.1020937976183758,1.1020937976183758,0.21056493030080703,0.21056493030080703,0.07274676900502286,0.02692025509340256
opd,small_bibd_19_19_09,67591,4306,1416,76111,76111,12976,12976,4294,1404,1.0,0.06370670651418088,0.020949534701365565,1.1260522850675385,1.1260522850675385,0.19197822195262682,0.19197822195262682,0.06352916808450829,0.020771996271692978
opd,toy_bibd_10_37_14,52565,2451,1191,56061,56061,6237,6237,2439,1179,1.0,0.04662798440026634,0.02265766194235708,1.0665081327879768,1.0665081327879768,0.11865309616665082,0.11865309616665082,0.04639969561495291,0.022429373157043662
opd2,flener_et_al_09_300_100,1660038,15830,8133,1710222,1710222,38936,38936,15812,8112,1.0,0.009535926286024777,0.004899285438044189,1.03023063327466,1.03023063327466,0.023454884767698088,0.023454884767698088,0.009525083160746923,0.004886635125220025
opd2,flener_et_al_10_325_100,2316350,20460,9938,2387052,2387052,52041,52041,20442,9917,1.0,0.008832862045891164,0.004290370626200704,1.030523021132385,1.030523021132385,0.022466812010274787,0.022466812010274787,0.00882509119951648,0.004281304638763572
opd2,flener_et_al_10_350_100,2563284,21582,10532,2638139,2638139,54741,54741,21567,10517,1.0,0.008419667894778729,0.004108791690659326,1.0292027726931545,1.0292027726931545,0.021355807628027173,0.021355807628027173,0.008413816026628341,0.004102939822508938
opd2,flener_et_al_10_360_120,2967937,23201,11195,3052374,3052371,59204,59204,23177,11177,1.0,0.007817214448958991,0.0037719803351621006,1.0284497278749516,1.0284487170718246,0.019947862774715233,0.019947862774715233,0.007809128023943904,0.003765915516400786
opd2,flener_et_al_15_350_100,6334245,46857,17557,6549127,6549127,134781,134781,46857,17557,1.0,0.007397408846673913,0.0027717589073362335,1.0339238535926538,1.0339238535926538,0.021278147592964907,0.021278147592964907,0.007397408846673913,0.0027717589073362335
opd2,flener_et_al_tab1_09_37_12,40276,1958,1019,42451,42451,4778,4778,1943,1004,1.0,0.04861455953917966,0.02530042705333201,1.054002383553481,1.054002383553481,0.11863144304300327,0.11863144304300327,0.04824212930777634,0.024927996821928693
opd2,flener_et_al_tab1_10_15_06,12595,1019,497,13184,13184,2567,2567,1007,491,1.0,0.08090512107979357,0.03946010321556173,1.0467645891226678,1.0467645891226678,0.2038110361254466,0.2038110361254466,0.07995236204843192,0.03898372369988091
opd2,flener_et_al_tab1_10_25_08,26687,1615,797,28232,28232,4084,4084,1606,785,1.0,0.06051635627833777,0.029864728144789597,1.0578933563158093,1.0578933563158093,0.15303331209952412,0.15303331209952412,0.06017911342601266,0.02941507100835613
opd2,flener_et_al_tab1_10_37_14,52565,2451,1191,56061,56061,6237,6237,2439,1179,1.0,0.04662798440026634,0.02265766194235708,1.0665081327879768,1.0665081327879768,0.11865309616665082,0.11865309616665082,0.04639969561495291,0.022429373157043662
opd2,flener_et_al_tab1_10_38_10,47595,2322,1154,50403,50403,5829,5829,2307,1139,1.0,0.04878663725181216,0.024246244353398467,1.0589977938859123,1.0589977938859123,0.12247084777812796,0.12247084777812796,0.0484714780964387,0.023931085198025004
opd2,flener_et_al_tab2_07_07_03,1916,247,147,1785,1785,553,553,244,144,1.0,0.1289144050104384,0.0767223382045929,0.9316283924843424,0.9316283924843424,0.2886221294363257,0.2886221294363257,0.12734864300626306,0.07515657620041753
opd2,flener_et_al_tab2_08_14_07,7723,657,363,7910,7910,1539,1539,645,351,1.0,0.0850705684319565,0.047002460183866376,1.0242133885795675,1.0242133885795675,0.19927489317622685,0.19927489317622685,0.08351676809529976,0.04544865984720963
opd2,flener_et_al_tab2_09_18_08,13944,1018,525,14573,14573,2488,2488,1006,516,1.0,0.07300631095811819,0.03765060240963856,1.045109007458405,1.045109007458405,0.17842799770510614,0.17842799770510614,0.07214572576018359,0.03700516351118761
opd2,flener_et_al_tab2_09_24_08,20489,1288,669,21448,21448,3139,3139,1276,660,1.0,0.06286299965835326,0.03265166674801113,1.0468056030064914,1.0468056030064914,0.1532041583288594,0.1532041583288594,0.062277319537312706,0.032212406657230706
opd2,flener_et_al_tab2_10_30_09,34477,1901,935,36502,36502,4793,4793,1889,926,1.0,0.055138208080749485,0.027119528961336542,1.058734808713055,1.058734808713055,0.13902021637613482,0.13902021637613482,0.05479014995504249,0.0268584853670563
opd2,flener_et_al_tab3_10_33_15,45602,2255,1088,48745,48745,5747,5747,2240,1076,1.0,0.04944958554449366,0.02385860269286435,1.0689224156835226,1.0689224156835226,0.126025174334459,0.126025174334459,0.04912065260295601,0.023595456339634228
opd2,flener_et_al_tab3_19_20_09,72930,4503,1477,82065,82065,13587,13587,4494,1468,1.0,0.06174413821472645,0.02025229672288496,1.1252570958453312,1.1252570958453312,0.1863019333607569,0.1863019333607569,0.0616207322089675,0.02012889071712601
opd2,flener_et_al_tab4_08_14_07,7723,657,363,7910,7910,1539,1539,645,351,1.0,0.0850705684319565,0.047002460183866376,1.0242133885795675,1.0242133885795675,0.19927489317622685,0.19927489317622685,0.08351676809529976,0.04544865984720963
opd2,flener_et_al_tab4_09_18_08,13944,1018,525,14573,14573,2488,2488,1006,516,1.0,0.07300631095811819,0.03765060240963856,1.045109007458405,1.045109007458405,0.17842799770510614,0.17842799770510614,0.07214572576018359,0.03700516351118761
opd2,flener_et_al_tab4_09_24_08,20489,1288,669,21448,21448,3139,3139,1276,660,1.0,0.06286299965835326,0.03265166674801113,1.0468056030064914,1.0468056030064914,0.1532041583288594,0.1532041583288594,0.062277319537312706,0.032212406657230706
opd2,flener_et_al_tab4_10_30_09,34477,1901,935,36502,36502,4793,4793,1889,926,1.0,0.055138208080749485,0.027119528961336542,1.058734808713055,1.058734808713055,0.13902021637613482,0.13902021637613482,0.05479014995504249,0.0268584853670563
opd2,flener_et_al_tab4_15_21_07,47503,2957,1140,52224,52224,8423,8423,2948,1128,1.0,0.06224870008210008,0.023998484306254342,1.0993831968507253,1.0993831968507253,0.17731511693998273,0.17731511693998273,0.06205923836389281,0.02374586868197798
opd2,flener_et_al_tab4_19_19_09,67591,4306,1416,76111,76111,12976,12976,4294,1404,1.0,0.06370670651418088,0.020949534701365565,1.1260522850675385,1.1260522850675385,0.19197822195262682,0.19197822195262682,0.06352916808450829,0.020771996271692978
opd2,flener_et_al_tab4_25_25_09,178793,9244,2502,203250,203250,29464,29464,9232,2493,1.0,0.05170224785086665,0.01399383644773565,1.1367894716236093,1.1367894716236093,0.16479392369947368,0.16479392369947368,0.05163513112929477,0.013943498906556745
opd2,flener_et_al_tab5_10_15_06,12595,1019,497,13184,13184,2567,2567,1007,491,1.0,0.08090512107979357,0.03946010321556173,1.0467645891226678,1.0467645891226678,0.2038110361254466,0.2038110361254466,0.07995236204843192,0.03898372369988091
opd2,flener_et_al_tab5_11_11_05,9729,915,429,10222,10222,2376,2376,906,420,1.0,0.09404872032069071,0.0440949737897009,1.0506732449378149,1.0506732449378149,0.24421831637372804,0.24421831637372804,0.0931236509404872,0.043169904409497376
opd2,flener_et_al_tab5_15_15_04,26004,2048,813,28258,28258,5765,5765,2039,801,1.0,0.07875711429010922,0.031264420858329485,1.0866789724657746,1.0866789724657746,0.221696662051992,0.221696662051992,0.07841101369020151,0.03080295339178588
opd2,flener_et_al_tab5_16_08_03,11970,1332,520,12849,12849,3768,3768,1323,511,1.0,0.11127819548872181,0.04344193817878028,1.0734335839598999,1.0734335839598999,0.3147869674185464,0.3147869674185464,0.11052631578947368,0.04269005847953217
opd2,flener_et_al_tab6_10_15_06,12595,1019,497,13184,13184,2567,2567,1007,491,1.0,0.08090512107979357,0.03946010321556173,1.0467645891226678,1.0467645891226678,0.2038110361254466,0.2038110361254466,0.07995236204843192,0.03898372369988091
opd2,flener_et_al_tab6_10_15_09,12810,1021,508,13625,13625,2572,2572,1012,496,1.0,0.07970335675253708,0.03965651834504293,1.0636221701795472,1.0636221701795472,0.20078064012490243,0.20078064012490243,0.0790007806401249,0.03871975019516003
opd2,flener_et_al_tab6_10_31_09,35761,1946,965,37840,37840,4901,4901,1934,950,1.0,0.05441682279578312,0.026984704007158637,1.058135958166718,1.058135958166718,0.13704874024775593,0.13704874024775593,0.054081261709683734,0.02656525264953441
opd2,flener_et_al_tab6_10_31_22,37449,1963,979,40865,40865,4918,4918,1951,967,1.0,0.05241795508558306,0.026142220085983603,1.0912173889823493,1.0912173889823493,0.13132526903255093,0.13132526903255093,0.052097519292905015,0.02582178429330556
opd2,flener_et_al_tab6_10_38_10,47595,2322,1154,50403,50403,5829,5829,2307,1139,1.0,0.04878663725181216,0.024246244353398467,1.0589977938859123,1.0589977938859123,0.12247084777812796,0.12247084777812796,0.0484714780964387,0.023931085198025004
opd2,flener_et_al_tab6_10_38_28,50836,2341,1170,55697,55697,5848,5848,2329,1161,1.0,0.04605004327641828,0.023015186088598632,1.0956212133134,1.0956212133134,0.11503658824455111,0.11503658824455111,0.04581399008576599,0.02283814619560941
opd2,flener_et_al_tab7_10_35_10,43079,2184,1079,45661,45661,5505,5505,2172,1067,1.0,0.050697555653566706,0.025047006662178788,1.059936395923768,1.059936395923768,0.12778848162677872,0.12778848162677872,0.050418997655470185,0.024768448664082267
opd2,flener_et_al_tab7_11_35_10,53030,2625,1225,56678,56678,6831,6831,2613,1213,1.0,0.049500282858759195,0.02310013200075429,1.0687912502357155,1.0687912502357155,0.12881387893645108,0.12881387893645108,0.049273995851404864,0.022873844993399964
opd2,flener_et_al_tab7_127_35_10,8129064,298074,24935,9471046,9471046,1117470,1117470,298065,24935,1.0,0.03666769015473368,0.003067388816227797,1.1650844426861444,1.1650844426861444,0.13746601084700527,0.13746601084700527,0.03666658301619965,0.003067388816227797
opd2,flener_et_al_tab7_12_35_10,64001,3102,1372,68894,68894,8298,8298,3090,1360,1.0,0.04846799268761426,0.021437165044296182,1.076451930438587,1.076451930438587,0.1296542241527476,0.1296542241527476,0.04828049561725598,0.021249667973937906
opd2,flener_et_al_tab7_13_35_10,75992,3618,1520,82309,82309,9906,9906,3603,1508,1.0,0.04761027476576482,0.020002105484787872,1.0831271712811874,1.0831271712811874,0.13035582692915043,0.13035582692915043,0.04741288556690178,0.01984419412569744
opd2,flener_et_al_tab7_14_35_10,89003,4164,1672,96923,96923,11655,11655,4152,1657,1.0,0.04678493983348876,0.018785883621900385,1.0889857645247913,1.0889857645247913,0.1309506421131872,0.1309506421131872,0.046650112917542105,0.018617349976967068
opd2,flener_et_al_tab7_15_35_10,103034,4749,1819,112736,112736,13545,13545,4737,1807,1.0,0.046091581419725525,0.017654366519789584,1.0941630917949414,1.0941630917949414,0.1314614593241066,0.1314614593241066,0.045975115010579035,0.017537900110643087
opd2,flener_et_al_tab7_16_35_10,118085,5373,1970,129748,129748,15576,15576,5358,1958,1.0,0.04550112207308295,0.01668289791252064,1.0987678367277809,1.0987678367277809,0.13190498369818351,0.13190498369818351,0.04537409493161706,0.016581276199347926
opd2,flener_et_al_tab7_17_35_10,134156,6027,2125,147959,147959,17748,17748,6015,2110,1.0,0.04492531083216554,0.015839768627567904,1.102887682995915,1.102887682995915,0.13229374757744716,0.13229374757744716,0.04483586272697457,0.015727958496079192
